row_id,stage,family,spec_fingerprint,b_effect,e_effect,prediction_diff,b_false_conjunction,e_false_conjunction,b_row_pass,e_row_pass,b_work,e_work,b_persistent_bytes,e_persistent_bytes,b_quiescent,e_quiescent
f2-one-strong-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,amplitude_vs_multiplicity,6789398165936385920,1,0,true,true,false,false,true,16,4,160,160,true,true
f2-two-weak-distinct-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,amplitude_vs_multiplicity,4681127898394580581,1,1,false,false,false,true,true,21,19,160,160,true,true
f2-two-weak-same-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,amplitude_vs_multiplicity,2690431839955386033,1,1,false,true,true,false,false,21,19,160,160,true,true
f2-asymmetric-distinct-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,amplitude_vs_multiplicity,9328693775355277690,1,1,false,false,false,true,true,21,19,160,160,true,true
f3-direct-return-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,dense_return_topology,1301733240701948746,1,1,false,false,false,true,true,72,49,384,384,true,true
f3-crossed-return-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,dense_return_topology,16338804652145650476,1,1,false,false,false,true,true,50,49,384,384,true,true
f3-no-return-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,dense_return_topology,5231424181260941378,1,1,false,false,false,true,true,40,35,384,384,true,true
f3-direct-return-s211-m0-r0-t2-c1-l0-d0-tr0-a6,micro,dense_return_topology,5786206350148856954,1,1,false,false,false,true,true,96,65,832,832,true,true
f3-crossed-return-s211-m0-r0-t2-c1-l0-d0-tr0-a6,micro,dense_return_topology,2929265774452895004,1,1,false,false,false,true,true,66,65,832,832,true,true
f3-no-return-s211-m0-r0-t2-c1-l0-d0-tr0-a6,micro,dense_return_topology,5492248980948019346,1,1,false,false,false,true,true,52,47,832,832,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d-1-tr0-a2,micro,timing_transfer,6284134241953437180,0,0,false,false,false,true,true,14,19,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,timing_transfer,12805394174027317549,1,1,false,false,false,true,true,35,30,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d1-tr0-a2,micro,timing_transfer,2933895957301804596,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d2-tr0-a2,micro,timing_transfer,8555280001827309302,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d3-tr0-a2,micro,timing_transfer,5214319881423124308,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d4-tr0-a2,micro,timing_transfer,5537062196299339922,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d5-tr0-a2,micro,timing_transfer,1194115155833586876,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d-1-tr2-a2,micro,timing_transfer,10142633557610729440,0,0,false,false,false,true,true,14,19,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d0-tr2-a2,micro,timing_transfer,15030738580071750949,1,1,false,false,false,true,true,35,30,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d1-tr2-a2,micro,timing_transfer,9397420304012416688,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d2-tr2-a2,micro,timing_transfer,10873268953604563262,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d3-tr2-a2,micro,timing_transfer,17063617813302772456,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d4-tr2-a2,micro,timing_transfer,5515862235463138058,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d5-tr2-a2,micro,timing_transfer,6423340183108974704,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d-1-tr4-a2,micro,timing_transfer,1285576278560195052,0,0,false,false,false,true,true,14,19,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d0-tr4-a2,micro,timing_transfer,2613403715715279629,1,1,false,false,false,true,true,35,30,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d1-tr4-a2,micro,timing_transfer,1984952872274920036,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d2-tr4-a2,micro,timing_transfer,4854041703242491318,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d3-tr4-a2,micro,timing_transfer,14140463751684472748,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d4-tr4-a2,micro,timing_transfer,9709280757061477490,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l0-d5-tr4-a2,micro,timing_transfer,4808659015233797996,0,0,false,false,false,true,true,14,18,272,272,true,true
ctl-initial-ab-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,shared_control,2835448392306872234,2,2,false,false,false,true,true,81,76,272,272,true,true
ctl-initial-cd-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,shared_control,1858754000487726582,2,2,false,false,false,true,true,81,76,272,272,true,true
ctl-crossed-ad-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,shared_control,749523113040693190,0,0,false,false,false,true,true,9,13,272,272,true,true
ctl-crossed-cb-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,shared_control,4795154808334006222,0,0,false,false,false,true,true,9,13,272,272,true,true
ctl-singleton-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,shared_control,4841626600384753860,0,0,false,false,false,true,true,9,13,272,272,true,true
ctl-old-self-evidence-s211-m0-r0-t2-c1-l0-d0-tr0-a6,micro,shared_control,13990075152312603325,1,1,false,false,false,true,true,52,47,832,832,true,true
ctl-blocked-return-s211-m0-r0-t2-c1-l0-d0-tr0-a6,micro,shared_control,5213143215215978844,1,1,false,false,false,true,true,52,47,832,832,true,true
ctl-stale-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,shared_control,5174733398936371108,0,0,false,false,false,true,true,20,17,160,160,true,true
ctl-deallocation-bootstrap-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,shared_control,10401312162707493541,0,0,false,false,false,true,true,12,16,224,224,true,true
ctl-ambiguity-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,shared_control,4141508792057863666,2,2,false,false,false,true,true,90,80,544,544,true,true
ctl-recursion-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,shared_control,13864667318667644519,1,1,false,false,false,true,true,82,71,496,496,true,true
ctl-replay-s211-m0-r0-t2-c1-l0-d0-tr0-a2,micro,shared_control,2820213612707740512,1,1,false,false,false,true,true,35,30,272,272,true,true
f1-aa-same-tick-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,same_source_bursts,10685704965685415526,1,1,false,true,true,false,false,21,19,352,352,true,true
f1-aa-spacing-s211-m0-r0-t2-c1-l4-d-1-tr0-a2,micro,same_source_bursts,6308632684935926166,0,0,false,false,false,true,true,9,9,352,352,true,true
f1-ab-distinct-s211-m0-r0-t2-c1-l4-d-1-tr0-a2,micro,same_source_bursts,967994100614995572,0,0,false,false,false,true,true,14,19,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,same_source_bursts,5747138537852423338,1,1,false,true,true,false,false,21,19,352,352,true,true
f1-ab-distinct-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,same_source_bursts,14312370260108541081,1,1,false,false,false,true,true,35,30,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c1-l4-d1-tr0-a2,micro,same_source_bursts,16748654475779492334,0,0,false,false,false,true,true,9,9,352,352,true,true
f1-ab-distinct-s211-m0-r0-t2-c1-l4-d1-tr0-a2,micro,same_source_bursts,17609212078882295086,0,0,false,false,false,true,true,14,18,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c1-l4-d2-tr0-a2,micro,same_source_bursts,17343208920337613726,0,0,false,false,false,true,true,9,9,352,352,true,true
f1-ab-distinct-s211-m0-r0-t2-c1-l4-d2-tr0-a2,micro,same_source_bursts,13489452363986373206,0,0,false,false,false,true,true,14,18,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c1-l4-d3-tr0-a2,micro,same_source_bursts,16387553314880350402,0,0,false,false,false,true,true,9,9,352,352,true,true
f1-ab-distinct-s211-m0-r0-t2-c1-l4-d3-tr0-a2,micro,same_source_bursts,7666481294610978062,0,0,false,false,false,true,true,14,18,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c1-l4-d4-tr0-a2,micro,same_source_bursts,5316524677393070018,0,0,false,false,false,true,true,9,9,352,352,true,true
f1-ab-distinct-s211-m0-r0-t2-c1-l4-d4-tr0-a2,micro,same_source_bursts,2310827589667258270,0,0,false,false,false,true,true,14,18,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c1-l4-d5-tr0-a2,micro,same_source_bursts,11641004309828417198,0,0,false,false,false,true,true,9,9,352,352,true,true
f1-ab-distinct-s211-m0-r0-t2-c1-l4-d5-tr0-a2,micro,same_source_bursts,525626967845244462,0,0,false,false,false,true,true,14,18,272,272,true,true
f1-one-path-s211-m0-r0-t2-c1-l4-d1-tr0-a2,micro,same_source_bursts,11855218790584499767,0,0,false,false,false,true,true,19,29,272,272,true,true
f1-a-burst-4-s211-m0-r0-t2-c1-l4-d4-tr0-a2,micro,same_source_bursts,15922452447480069338,0,0,false,false,false,true,true,19,29,272,272,true,true
f2-one-strong-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,amplitude_vs_multiplicity,10760314335930824696,1,0,true,true,false,false,true,16,4,352,352,true,true
f2-two-weak-distinct-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,amplitude_vs_multiplicity,16175171655828096069,1,1,false,false,false,true,true,21,19,352,352,true,true
f2-two-weak-same-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,amplitude_vs_multiplicity,15364474501314266537,1,1,false,true,true,false,false,21,19,352,352,true,true
f2-asymmetric-distinct-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,amplitude_vs_multiplicity,10597698678448636322,1,1,false,false,false,true,true,21,19,352,352,true,true
f3-direct-return-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,dense_return_topology,10430347979680669826,1,1,false,false,false,true,true,126,103,576,576,true,true
f3-crossed-return-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,dense_return_topology,2682837663277123716,1,1,false,false,false,true,true,104,103,576,576,true,true
f3-no-return-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,dense_return_topology,16773262419707833178,1,1,false,false,false,true,true,94,89,576,576,true,true
f3-direct-return-s211-m0-r0-t2-c1-l4-d0-tr0-a6,micro,dense_return_topology,1888623583803279218,1,1,false,false,false,true,true,166,135,1024,1024,true,true
f3-crossed-return-s211-m0-r0-t2-c1-l4-d0-tr0-a6,micro,dense_return_topology,9982471009637280468,1,1,false,false,false,true,true,136,135,1024,1024,true,true
f3-no-return-s211-m0-r0-t2-c1-l4-d0-tr0-a6,micro,dense_return_topology,1591605258951053802,1,1,false,false,false,true,true,122,117,1024,1024,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d-1-tr0-a2,micro,timing_transfer,3098023511965035500,0,0,false,false,false,true,true,14,19,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,timing_transfer,12043904868605097773,1,1,false,false,false,true,true,35,30,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d1-tr0-a2,micro,timing_transfer,934304899577900084,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d2-tr0-a2,micro,timing_transfer,10337447403645071886,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d3-tr0-a2,micro,timing_transfer,4042483751774352180,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d4-tr0-a2,micro,timing_transfer,2853831095722606562,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d5-tr0-a2,micro,timing_transfer,7493793321691210764,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d-1-tr2-a2,micro,timing_transfer,15885975197697502288,0,0,false,false,false,true,true,14,19,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d0-tr2-a2,micro,timing_transfer,9789248053906260869,1,1,false,false,false,true,true,35,30,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d1-tr2-a2,micro,timing_transfer,5309793723505077448,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d2-tr2-a2,micro,timing_transfer,1392559035774107510,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d3-tr2-a2,micro,timing_transfer,12889573304393062464,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d4-tr2-a2,micro,timing_transfer,10170444955819791898,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d5-tr2-a2,micro,timing_transfer,14973735419611718536,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d-1-tr4-a2,micro,timing_transfer,16498881030412436764,0,0,false,false,false,true,true,14,19,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d0-tr4-a2,micro,timing_transfer,17065950385698541517,1,1,false,false,false,true,true,35,30,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d1-tr4-a2,micro,timing_transfer,3680349766919302276,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d2-tr4-a2,micro,timing_transfer,10861663800963910126,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d3-tr4-a2,micro,timing_transfer,12991704340790159772,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d4-tr4-a2,micro,timing_transfer,10379019904004388802,0,0,false,false,false,true,true,14,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c1-l4-d5-tr4-a2,micro,timing_transfer,15571239316861225436,0,0,false,false,false,true,true,14,18,272,272,true,true
ctl-initial-ab-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,shared_control,2645240049745528330,2,2,false,false,false,true,true,81,76,272,272,true,true
ctl-initial-cd-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,shared_control,10438248442180822870,2,2,false,false,false,true,true,81,76,272,272,true,true
ctl-crossed-ad-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,shared_control,8114870511046765038,0,0,false,false,false,true,true,9,13,272,272,true,true
ctl-crossed-cb-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,shared_control,5947957392261222678,0,0,false,false,false,true,true,9,13,272,272,true,true
ctl-singleton-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,shared_control,7396672404309331660,0,0,false,false,false,true,true,9,13,272,272,true,true
ctl-old-self-evidence-s211-m0-r0-t2-c1-l4-d0-tr0-a6,micro,shared_control,5073213675632379621,1,1,false,false,false,true,true,122,117,1024,1024,true,true
ctl-blocked-return-s211-m0-r0-t2-c1-l4-d0-tr0-a6,micro,shared_control,10121466542633126124,1,1,false,false,false,true,true,122,117,1024,1024,true,true
ctl-stale-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,shared_control,469671230273756372,0,0,false,false,false,true,true,20,17,160,160,true,true
ctl-deallocation-bootstrap-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,shared_control,1147362329263104565,0,0,false,false,false,true,true,12,16,224,224,true,true
ctl-ambiguity-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,shared_control,10330489419719280490,2,2,false,false,false,true,true,90,80,544,544,true,true
ctl-recursion-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,shared_control,16740413446262930295,1,1,false,false,false,true,true,82,71,496,496,true,true
ctl-replay-s211-m0-r0-t2-c1-l4-d0-tr0-a2,micro,shared_control,11217323898876088344,1,1,false,false,false,true,true,35,30,272,272,true,true
f1-aa-same-tick-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,same_source_bursts,14857373405344366046,1,1,false,true,true,false,false,21,19,160,160,true,true
f1-aa-spacing-s211-m0-r0-t2-c2-l0-d-1-tr0-a2,micro,same_source_bursts,4815533374782202620,0,0,false,false,false,true,true,9,9,160,160,true,true
f1-ab-distinct-s211-m0-r0-t2-c2-l0-d-1-tr0-a2,micro,same_source_bursts,6362032843786504026,1,1,false,false,false,false,false,37,31,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,same_source_bursts,18399140871146970850,1,1,false,true,true,false,false,21,19,160,160,true,true
f1-ab-distinct-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,same_source_bursts,1917350710950511321,1,1,false,false,false,true,true,35,30,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c2-l0-d1-tr0-a2,micro,same_source_bursts,7939893496842356598,0,0,false,false,false,true,true,9,9,160,160,true,true
f1-ab-distinct-s211-m0-r0-t2-c2-l0-d1-tr0-a2,micro,same_source_bursts,851077902910242390,1,0,true,false,false,false,true,34,18,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c2-l0-d2-tr0-a2,micro,same_source_bursts,4379780677492112774,0,0,false,false,false,true,true,9,9,160,160,true,true
f1-ab-distinct-s211-m0-r0-t2-c2-l0-d2-tr0-a2,micro,same_source_bursts,3078505761061835246,1,0,true,false,false,false,true,34,18,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c2-l0-d3-tr0-a2,micro,same_source_bursts,17731766745078198938,0,0,false,false,false,true,true,9,9,160,160,true,true
f1-ab-distinct-s211-m0-r0-t2-c2-l0-d3-tr0-a2,micro,same_source_bursts,18082389258548838334,1,0,true,false,false,false,true,34,18,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c2-l0-d4-tr0-a2,micro,same_source_bursts,3727109384659898074,0,0,false,false,false,true,true,9,9,160,160,true,true
f1-ab-distinct-s211-m0-r0-t2-c2-l0-d4-tr0-a2,micro,same_source_bursts,2744420600929869614,1,0,true,false,false,false,true,34,18,272,272,true,true
f1-aa-spacing-s211-m0-r0-t2-c2-l0-d5-tr0-a2,micro,same_source_bursts,2281195657688233206,0,0,false,false,false,true,true,9,9,160,160,true,true
f1-ab-distinct-s211-m0-r0-t2-c2-l0-d5-tr0-a2,micro,same_source_bursts,13883892832564965430,1,0,true,false,false,false,true,34,18,272,272,true,true
f1-one-path-s211-m0-r0-t2-c2-l0-d1-tr0-a2,micro,same_source_bursts,7958705488555243997,2,1,true,true,true,false,false,63,41,272,272,true,true
f1-a-burst-4-s211-m0-r0-t2-c2-l0-d4-tr0-a2,micro,same_source_bursts,206198152741115424,2,0,true,true,false,false,true,63,29,272,272,true,true
f2-one-strong-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,amplitude_vs_multiplicity,9909490565801451844,1,0,true,true,false,false,true,16,4,160,160,true,true
f2-two-weak-distinct-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,amplitude_vs_multiplicity,6683508052608725895,1,1,false,false,false,true,true,21,19,160,160,true,true
f2-two-weak-same-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,amplitude_vs_multiplicity,9458183224811221311,1,1,false,true,true,false,false,21,19,160,160,true,true
f2-asymmetric-distinct-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,amplitude_vs_multiplicity,295963200454172554,1,1,false,false,false,true,true,21,19,160,160,true,true
f3-direct-return-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,dense_return_topology,17135080920763228424,1,1,false,false,false,true,true,72,49,384,384,true,true
f3-crossed-return-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,dense_return_topology,2997509331866847252,1,1,false,false,false,true,true,72,49,384,384,true,true
f3-no-return-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,dense_return_topology,3127620171196597476,1,1,false,false,false,true,true,40,35,384,384,true,true
f3-direct-return-s211-m0-r0-t2-c2-l0-d0-tr0-a6,micro,dense_return_topology,1963440330404459728,1,1,false,false,false,true,true,96,65,832,832,true,true
f3-crossed-return-s211-m0-r0-t2-c2-l0-d0-tr0-a6,micro,dense_return_topology,17884315944738804844,1,1,false,false,false,true,true,96,65,832,832,true,true
f3-no-return-s211-m0-r0-t2-c2-l0-d0-tr0-a6,micro,dense_return_topology,10708869362531752476,1,1,false,false,false,true,true,52,47,832,832,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d-1-tr0-a2,micro,timing_transfer,2542091729028104408,1,1,false,false,false,false,false,37,31,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,timing_transfer,3094139931844252975,1,1,false,false,false,true,true,35,30,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d1-tr0-a2,micro,timing_transfer,16092117875810224342,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d2-tr0-a2,micro,timing_transfer,17831548169058724948,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d3-tr0-a2,micro,timing_transfer,16744102068564081482,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d4-tr0-a2,micro,timing_transfer,16377579165624216284,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d5-tr0-a2,micro,timing_transfer,15153645933188897110,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d-1-tr2-a2,micro,timing_transfer,9560939232146168488,1,1,false,false,false,false,false,37,31,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d0-tr2-a2,micro,timing_transfer,13610413873131213579,1,1,false,false,false,true,true,35,30,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d1-tr2-a2,micro,timing_transfer,17608771746422980510,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d2-tr2-a2,micro,timing_transfer,2803581005476741072,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d3-tr2-a2,micro,timing_transfer,16725726053819248002,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d4-tr2-a2,micro,timing_transfer,15010425246322659752,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d5-tr2-a2,micro,timing_transfer,15347508709306555518,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d-1-tr4-a2,micro,timing_transfer,5037358352761784080,1,1,false,false,false,false,false,37,31,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d0-tr4-a2,micro,timing_transfer,207340041342027559,1,1,false,false,false,true,true,35,30,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d1-tr4-a2,micro,timing_transfer,14926666084499018006,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d2-tr4-a2,micro,timing_transfer,1253975831178434308,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d3-tr4-a2,micro,timing_transfer,5554393817935111466,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d4-tr4-a2,micro,timing_transfer,9969493775215794340,1,0,true,false,false,false,true,34,18,272,272,true,true
f4-transfer-s211-m0-r0-t2-c2-l0-d5-tr4-a2,micro,timing_transfer,5572978447132982486,1,0,true,false,false,false,true,34,18,272,272,true,true
ctl-initial-ab-s211-m0-r0-t2-c2-l0-d0-tr0-a2,micro,shared_control,13138394535954807880,2,2,false,false,false,true,true,103,79,272,272,true,true
