original_category,primary_kind,layer,path,line,match,semantic_risk,evaluator_input_risk,source_line
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",448,"frozen_event",0,0,"    event: frozen_event::Gate,"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",450,"frozen_cumulative",0,0,"    credit: frozen_cumulative::Credit,"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",456,"frozen_event",0,1,"        let event = frozen_event::gate(seed)?;"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",460,"frozen_cumulative",0,1,"            credit: frozen_cumulative::credit(seed + 20_000),"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",465,"frozen_event",0,0,"            let activity = frozen_event::activity("
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",468,"frozen_event",0,0,"                frozen_event::Fixture::Standard,"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",490,"frozen_event",0,0,"            frozen_event::Fixture::Relabelled"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",492,"frozen_event",0,0,"            frozen_event::Fixture::Standard"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",494,"frozen_event",0,1,"        let activity = frozen_event::activity(&mut self.event, seed, fixture);"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",508,"frozen_cumulative",0,0,"    fn fingerprint(&self) -> (u64, (usize, usize), frozen_cumulative::State) {"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",511,"frozen_event",0,0,"            frozen_event::state(&self.event),"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",512,"frozen_cumulative",0,0,"            frozen_cumulative::state(&self.credit),"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",518,"frozen_event",0,0,"    event: frozen_event::Gate,"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",520,"frozen_cumulative",0,0,"    credit: frozen_cumulative::Credit,"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",526,"frozen_event",0,1,"            event: frozen_event::gate(seed)?,"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",528,"frozen_cumulative",0,1,"            credit: frozen_cumulative::credit(seed + 20_000),"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",532,"frozen_cumulative",0,0,"    fn fingerprint(&self) -> (u64, (usize, usize), frozen_cumulative::State) {"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",535,"frozen_event",0,0,"            frozen_event::state(&self.event),"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",536,"frozen_cumulative",0,0,"            frozen_cumulative::state(&self.credit),"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",602,"frozen_event",0,0,"                    ClosureFixture::Standard => frozen_event::Fixture::Standard,"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",603,"frozen_event",0,0,"                    ClosureFixture::Relabelled => frozen_event::Fixture::Relabelled,"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",604,"frozen_event",0,0,"                    ClosureFixture::Missing => frozen_event::Fixture::Missing,"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",605,"frozen_event",0,0,"                    ClosureFixture::Invalid => frozen_event::Fixture::Invalid,"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",607,"frozen_event",0,1,"                let activity = frozen_event::activity(&mut path.event, seed, fixture);"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",705,"frozen_cumulative",0,0,"            && linker.matches(""frozen_cumulative::differential"").count() == 1"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",824,"frozen_cumulative",0,0,"        observations += frozen_cumulative::state(&path.credit).observations;"
"typed_layer_handoff","typed_handoff","PX8","src/post_m7_ds5_closure_emission.rs",949,"frozen_cumulative",1,1,"        control_results[5] &= frozen_cumulative::controls(seed + 800_000).passed;"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",366,"query",0,0,"    query: OpaqueId,"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",413,"query",0,0,"        query: chain[0],"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",419,"query",0,0,"    let query = identities.issue();"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",422,"query",1,0,"        relations: vec![(query, terminal), (query, terminal)],"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",422,"query",1,0,"        relations: vec![(query, terminal), (query, terminal)],"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",423,"query",0,0,"        query,"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",429,"query",0,0,"    let query = identities.issue();"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",431,"query",0,0,"        relations: vec![(query, identities.issue()), (query, identities.issue())],"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",431,"query",0,0,"        relations: vec![(query, identities.issue()), (query, identities.issue())],"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",432,"query",0,0,"        query,"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",433,"query",1,0,"        terminal: query,"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",442,"query",0,0,"        query: first,"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",577,"query",0,0,"    let mut queue = VecDeque::from([episode.query]);"
"typed_query","typed_representation","PX8","src/post_m7_ds5_closure_emission.rs",976,"query",1,0,"            zero_run.crossings == [zero.query] && duplicate_run.crossings == [duplicate.terminal];"
